item_id x y z
1 14.16767692565918 8.195440292358398 0.699999988079071
10 22.310806274414062 -16.51296043395996 0.699999988079071
11 -6.756877899169922 16.46063804626465 0.699999988079071
12 -3.04276967048645 18.082292556762695 0.699999988079071
13 14.272299766540527 -9.276561737060547 0.699999988079071
14 14.16767692565918 -7.184106826782227 0.699999988079071
15 14.219987869262695 -1.9006576538085938 0.699999988079071
16 -13.923538208007812 11.491056442260742 0.699999988079071
17 -8.587777137756348 -7.236418724060059 0.699999988079071
18 -10.57560920715332 0.034863948822021484 0.699999988079071
19 -11.935705184936523 18.186914443969727 0.699999988079071
2 9.721208572387695 3.9059062004089355 0.699999988079071
20 -16.443204879760742 -7.925180912017822 0.699999988079071
21 -20.366558074951172 4.803920269012451 0.699999988079071
22 -16.22524070739746 27.167034149169922 0.699999988079071
23 -16.748353958129883 9.817093849182129 0.699999988079071
24 -7.070748805999756 24.63865089416504 0.699999988079071
25 0.12206614017486572 20.88966941833496 0.699999988079071
26 -1.0985326766967773 30.087753295898438 0.699999988079071
27 -17.402246475219727 -0.8631453514099121 0.699999988079071
28 -11.691587448120117 20.80248260498047 0.699999988079071
29 -19.451108932495117 23.287273406982422 0.699999988079071
3 10.97668170928955 16.146772384643555 0.699999988079071
30 20.872243881225586 -10.584338188171387 0.699999988079071
31 20.087574005126953 -1.9529614448547363 0.699999988079071
32 8.273921966552734 22.371826171875 0.699999988079071
33 19.5208683013916 22.807754516601562 0.699999988079071
34 16.818113327026367 9.032426834106445 0.699999988079071
35 2.9991912841796875 29.346675872802734 0.699999988079071
36 16.687334060668945 4.847517490386963 0.699999988079071
37 16.861705780029297 -3.740266799926758 0.699999988079071
38 13.069131851196289 31.526317596435547 0.699999988079071
39 21.04661750793457 23.810388565063477 0.699999988079071
4 6.896393299102783 17.140687942504883 0.699999988079071
5 6.948704719543457 15.466723442077637 0.699999988079071
6 14.324610710144043 17.088376998901367 0.699999988079071
7 14.272299766540527 15.205166816711426 0.699999988079071
8 14.219987869262695 5.42293643951416 0.699999988079071
9 22.04924964904785 -12.894757270812988 0.699999988079071
