image_target_id x y z euler_x euler_y euler_z
1178dbc2d5e248939fb2629606cff468 -1.8262399435043335 29.45549964904785 0.550000011920929 90.00000250447816 -0.0 0.0
1b4d9b10ccc54eeb9954e002c32ea59d 16.661399841308594 -9.179400444030762 1.7999999523162842 90.00000250447816 0.0 90.00000250447816
1ea6a49024cc416487806f03a542a372 -24.29680061340332 11.275899887084961 1.149999976158142 90.00000250447816 0.0 90.00000250447816
2660c92d5dbe45e59d5a01ce9b04b1cb -17.216400146484375 -0.41337400674819946 2.049999952316284 90.00000250447816 0.0 180.00000500895632
390e601578174fdc8479cd9d03d0fa8b 3.006079912185669 25.01729965209961 1.5 90.00000250447816 0.0 90.00000250447816
45994b6c91b74bfb84201d2143d87549 -18.238100051879883 14.049799919128418 0.8500000238418579 90.00000250447816 0.0 180.00000500895632
4c9cf052563b47ed8355f07484006c7b -10.702899932861328 20.571399688720703 1.4500000476837158 90.00000250447816 0.0 180.00000500895632
62a6f7ebdd4a4eb09bad1b936b5d8657 17.677499771118164 -1.9440699815750122 0.6000000238418579 90.00000250447816 0.0 60.000001669652114
6b5168a411a541198b32f8851f3e6e68 21.34910011291504 -11.882800102233887 1.5 90.00000250447816 0.0 -28.000000209988553
ad490010f1e0490f854301d5e9f4422f 3.006079912185669 21.747100830078125 1.5 90.00000250447816 0.0 90.00000250447816
b42d6a53140f4709b3e22ed5bc04acea -10.524900436401367 31.097900390625 0.18000000715255737 0.0 -0.0 90.00000250447816
dc545c8365fe493d960a4fc4bfb47649 14.981900215148926 -17.993200302124023 1.7000000476837158 90.00000250447816 0.0 -190.00000301050196
e2a5aed083964026b47a3609d499b834 17.702699661254883 8.020730018615723 0.6499999761581421 90.00000250447816 0.0 60.000001669652114
e375d86997bc413b9dad47a1b755869c 9.121179580688477 27.13640022277832 1.399999976158142 90.00000250447816 0.0 90.00000250447816
ea14e0c9f750495cb58ed9306c8f6933 19.525100708007812 22.825599670410156 1.25 90.00000250447816 -0.0 0.0
